id;type;title;subtitle;author;publication_date;publisher_id;place;editor
684;book;Société des Artistes Méridionaux Toulouse 8e Exposition;\N;\N;1913-00-00;\N;\N;\N
685;book;Katalog der zweiundzwanzigsten Ausstellung des Künstlerbundes Hagen;\N;\N;1907-00-00;17;Vienna;\N
686;book;XIX. výstava Spolku výtvarn. umělců Manes v Praze. Nikolaj Konstantinovič Roerich;\N;\N;1906-00-00;\N;Prague;\N
687;book;Hagenbund. Zügel. Wrba. Zanetti. XXIV. Ausstellung;\N;\N;1907-00-00;17;Vienna;\N
688;book;Exposition de Peintures & Dessins;par MM. Gleizes (Albert), Léger (Fernand), Metzinger (Jean);\N;1913-00-00;\N;\N;\N
689;book;10e Exposition des Peintres du Paris Moderne;\N;\N;1913-00-00;\N;\N;\N
690;book;Dvacátá výstava S. V. U. Manes v Praze;\N;\N;1906-00-00;\N;Prague;\N
691;book;Vente Aux Enchères Publiques Des Tableaux, Études, Aquarelles, Pastels, Dessins, Eaux-Fortes, Gravures, Sculpture, Objets D'Art;offerts par MM. les Artistes à la Veuve de Feu MITA, Artiste=Peintre;\N;1906-00-00;\N;\N;\N
692;book;Hagenbund. Katalog der XXVI. Ausstellung. Rysselberghe, Sieck, Parin;\N;\N;1908-00-00;17;Vienna;\N
693;book;Katalog XXI. výstavy Spolku výtvarných umělců Manes v Praze;\N;\N;1906-00-00;\N;Prague;\N
694;book;Katalog XXII. výstavy S. V. U. Manes. Henri Le Sidaner a Louis Dejean;\N;\N;1907-00-00;\N;Prague;\N
695;book;Hagenbund. Katalog der XXVII. Ausstellung;\N;\N;1908-00-00;17;Vienna;\N
696;book;Les Synchromistes: Morgan Russell et S. Macdonald-Wright;\N;\N;1913-00-00;\N;\N;\N
697;book;Ausstellung der Vereinigung Polnischer Künstler "Sztuka";\N;\N;1908-00-00;\N;\N;\N
698;book;Pierre Laprade vous prie de visiter l'Exposition de ses Peintures;\N;\N;1909-00-00;\N;\N;\N
699;book;Nicolas Tarkhoff;\N;\N;1909-00-00;\N;\N;\N
700;book;Nicolas Tarkhoff;\N;\N;1909-00-00;\N;\N;\N
701;book;Nicolas Tarkhoff;\N;\N;1909-00-00;\N;\N;\N
702;book;1re Exposition de Sculpture Futuriste du Peintre et Sculpteur Futuriste Boccioni;\N;\N;1913-00-00;\N;\N;\N
703;book;Les Indépendants Cercle d'Art Xme Salon annuel;\N;\N;1913-00-00;\N;\N;\N
704;book;Katalog zu der 28. Ausstellung des Künstlerbundes Hagen, Wien;Acht Bildnisse seiner Heiligkeit des Papstes Pius des Zehnten. Von Professor Otto Hierl-Deronco;\N;1909-00-00;17;Vienna;\N
705;book;Katalog zu der 28. Ausstellung des Künstlerbundes Hagen;Acht Bildnisse seiner Heiligkeit des Papstes Pius des Zehnten. Von Professor Otto Hierl-Deronco;\N;1909-00-00;17;Vienna;\N
706;book;Hagenbund. Katalog der Weihnachtsausstellung;\N;\N;1909-00-00;17;Vienna;\N
707;book;Vente de 84 Œuvres De Walter Sickert;Peintures, Dessins & Pastels de Walter Sickert;\N;1909-00-00;\N;\N;\N
708;book;Hagenbund. Katalog der Alpinen Kunstausstellung;\N;\N;1909-00-00;17;Vienna;\N
709;book;Hagenbund. Alpine Kunstausstellung;\N;\N;1909-00-00;\N;\N;\N
710;book;Exposition Universelle et Internationale de Gand en 1913: Groupe II. Beaux-Arts: Œuvres modernes;\N;\N;1913-00-00;\N;\N;\N
711;book;Künstlerbund Hagen. Katalog der Frühjahrs-Ausstellung;\N;\N;1910-00-00;17;Vienna;\N
712;book;Katalog XXV. výstavy S. V. U. Manes v Praze 1908. Auguste Rodin, Ludvík v. Hofmann;\N;\N;1908-00-00;\N;Prague;\N
713;book;Katalog dvacáté sedmé výstavy Spolku vytvarných umělců Manes v Praze. Malíř Emil Bernard;\N;\N;1909-00-00;\N;Prague;\N
714;book;4me Exposition. Société Des Artistes Méridionaux;\N;\N;1909-00-00;\N;\N;\N
715;book;Esposizione di Pittura Futurista di "Lacerba";\N;\N;1913-00-00;\N;\N;\N
716;book;XXVIII. výstava Spolku výtvarných umělců Manes v Praze. Soubor děl sochaře Emila A. Bourdella;\N;\N;1909-00-00;\N;Prague;\N
717;book;Exposition Luce;\N;\N;1910-00-00;\N;\N;\N
718;book;XXX. výstava Sp. výtv. um. Manes. Výstava skizz;\N;\N;1909-00-00;\N;Prague;\N
719;book;Hagenbund.  XVIII. Ausstellung. Katalog der Ausstellung Sächsischer Künstler;\N;\N;1906-00-00;17;Vienna;\N
720;book;Hagenbund. Sonderausstellung Malerei und Plastik;\N;\N;1911-00-00;17;Vienna;\N
721;book;Nus;\N;\N;1910-00-00;\N;\N;\N
722;book;XXXII. výstava Sp. výtv. um. "Manes". Antonín Slavíček;\N;\N;1910-00-00;\N;Prague;\N
723;book;Exposition de l'Œuvre De Eugène Carrière;\N;\N;1907-00-00;\N;\N;\N
724;book;Kollektion Gustaf G. Groeger;\N;\N;1907-00-00;\N;Vienna;\N
725;book;Exposition de Peinture. Paysages d'Italie et autres De Alexandre Urbain;\N;\N;1910-00-00;\N;\N;\N
726;book;Irma von Duczyńska. Professor Max Thedy;\N;\N;1909-00-00;\N;Vienna;\N
727;book;XXXIV. výstava Spolku výtvar. umělců Manes. Švédské umění;\N;\N;1910-00-00;\N;Prague;\N
728;book;Wilhelm Trübner;\N;\N;1909-00-00;\N;Vienna;\N
729;book;XXXVI. výstava S. V. U. Manes. Členská;\N;\N;1911-00-00;\N;Prague;\N
730;book;Leopold Graf von Kalckreuth;\N;\N;1910-00-00;\N;Vienna;\N
731;book;Manet. Monet;\N;\N;1910-00-00;\N;Vienna;\N
732;book;XXXIX. Výstava S. V. U. Manes. H. Böttinger. Výbor prací 1912-1913;\N;\N;1912-00-00;\N;Prague;\N
733;book;Kollektiv-Ausstellung Ludwig Michalek;\N;\N;1910-00-00;\N;Vienna;\N
734;book;Christian Rohlfs, Leon von Wyczolkowski;\N;\N;1910-00-00;\N;\N;\N
735;book;Corot, Delacroix, Courbet;\N;\N;1911-00-00;\N;Vienna;\N
736;book;Kollektiv-Ausstellung Ludwig Hans Fischer;\N;\N;1911-00-00;\N;Vienna;\N
737;book;Kollektiv-Ausstellung B. Pinell-Koller und Heinrich Schröder;\N;\N;1911-00-00;\N;Vienna;\N
738;book;Société Des Artistes Méridionaux Toulouse. Vme Exposition;\N;\N;1910-00-00;\N;\N;\N
739;book;Kollektiv-Ausstellung Max Kurzweil und Carl Moll;\N;\N;1911-00-00;\N;Vienna;\N
740;book;Kollektiv-Ausstellung Prof. Emil Orlik, Wilhelm Legler;\N;\N;1911-00-00;\N;Vienna;\N
741;book;Gedächtnis-Ausstellung Hans Schwaiger;\N;\N;1912-00-00;\N;Vienna;\N
742;book;Sammlungen Richard Muther, Ludwig Hevesi;\N;\N;1912-00-00;\N;Vienna;\N
743;book;Hilde Exner, Nora v. Zumbusch, Rudolf Kalvach;\N;\N;1913-00-00;\N;Vienna;\N
744;book;Anton Faistauer;\N;\N;1913-00-00;\N;Vienna;\N
745;book;Gedächtnis-Ausstellung Eugen von Kahler;\N;\N;1913-00-00;\N;Vienna;\N
746;book;XLI. výstava S. V. U. Manes. Posmrtná souborná výstava Miloše Jiránka;\N;\N;1912-00-00;\N;Prague;\N
747;book;XLII. výstava S. V. U. Manes. Posmrtná souborná výstava Hanuše Schwaigra;\N;\N;1912-00-00;\N;Prague;\N
748;book;Katalog umělecké výstavy S. V. U. „Manes“;\N;\N;1905-00-00;\N;Kladno;\N
749;book;Exposition des Cartons, Esquisses, Dessins pour l'Œuvre Décorative d'Albert Besnard;\N;\N;1910-00-00;\N;\N;\N
750;book;Catalogus der Tentoonstelling van Schilderijen en Teekeningen door Vincent Van Gogh. Stedelijk Museum, Amsterdam;\N;\N;1905-00-00;\N;\N;\N
751;book;Katalog V. výstavy Sdružení výtvarných umělců moravských;\N;\N;1908-00-00;114;Kroměříž;\N
752;book;Exposition de Dix Peintres;\N;\N;1912-00-00;\N;\N;\N
753;book;Bonnard Œuvres récentes;\N;\N;1912-00-00;\N;\N;\N
754;book;Edouard Vuillard Exposition;\N;\N;1912-00-00;\N;\N;\N
755;book;Exposition d'Art Moderne;\N;\N;1912-00-00;\N;\N;\N
756;book;André Derain;\N;\N;1914-00-00;\N;Vienna;\N
757;book;Kollektiv-Ausstellung Leo v. Littrow;\N;\N;1914-00-00;\N;Vienna;\N
758;book;Katalog II. výstavy Výtvar. umělců moravských;\N;\N;1907-00-00;\N;\N;\N
759;book;Collection Moreau (Tableaux, Dessins, Aquarelles et Pastels);offerte à l'État Français;\N;1907-00-00;\N;\N;\N
760;book;Katalog umělecké výstavy v Hodoníně;\N;\N;1913-00-00;\N;\N;\N
761;book;VI. výstava „Sdružení výtvarných umělců moravských“ v Hodoníně. Umění polské a moravské.;\N;\N;1909-00-00;114;Hodonín;\N
762;book;Offizieller Katalog der Frühjahr-Ausstellung des Vereins bildender Künstler Münchens "Secession";\N;\N;1908-00-00;30;Munich;\N
763;book;Exhibition of Portraits and Studies in Pastel by Mrs. Pierse Loftus (Dorothy Reynolds) And Miniatures by Margret Reynolds;\N;\N;1913-00-00;\N;\N;\N
764;book;XLIV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession;\N;\N;1913-00-00;\N;Vienna;\N
765;book;VII. výstava: Sdružení výtvarných umělců moravských: v Olomouci;\N;\N;1910-00-00;114;Olomouc;\N
766;book;15e Jaarlijksche Tentoonstelling van Kunstwerken;\N;\N;1905-00-00;\N;\N;\N
767;book;The New Association of Artists. Catalogue of the First Exhibition;\N;\N;1908-00-00;\N;\N;\N
768;book;The New Association of Artists. Catalogue of the Second Exhibition;\N;\N;1909-00-00;\N;\N;\N
769;book;Salon de Mai 1912, Première Exposition;\N;\N;1912-00-00;\N;\N;\N
770;book;Collection de M. George Viau (Deuxième Vente);Catalogue des Tableaux, Pastels, Aquarelles, Dessins & Eaux-Fortes de A. André, Boudin, Cals, Carrière, Mary Cassatt, Corot, Daumier, Degas, Delacroix, D’Espagnat, Durenne, Fantin-Latour, Forain, ...;\N;1907-00-00;\N;\N;\N
771;book;Collection de M. George Viau;Catalogue des Tableaux Modernes. Pastels et Aquarelles. Œuvres de Boudin, Cals, Carrière, Mary Cassatt, Cézanne, Dagnan-Bouveret, Daumier, Degas, Delacroix, Gauguin, Guillaumin, Jongkind, Lebourg, ...;\N;1907-00-00;\N;\N;\N
772;book;Société des Artistes Méridionaux Toulouse VIIe Exposition;\N;\N;1912-00-00;\N;\N;\N
773;book;Catalogue of the Forty-Second Exhibition of Modern Pictures. New English Art Club;\N;\N;1909-00-00;\N;\N;\N
774;book;Catalogue of Paintings by Arthur Streeton;\N;\N;1909-00-00;\N;\N;\N
775;book;Exposition Seyssaud;\N;\N;1905-00-00;\N;\N;\N
776;book;La Libre Esthétique. La dix-neuvième Exposition à Bruxelles;\N;\N;1912-00-00;\N;\N;\N
777;book;La Libre Esthétique, Catalogue de la dix-huitième Exposition à Bruxelles;\N;\N;1911-00-00;\N;\N;\N
778;book;Katalog II. výstavy Uměleckého sdružení »Sursum«;\N;\N;1912-00-00;\N;Prague;\N
779;book;Les Peintres Futuristes Italiens / Exposition;\N;\N;1912-00-00;\N;\N;\N
780;book;Les Peintres R. Delaunay, Marie Laurencin Paris;\N;\N;1912-00-00;\N;\N;\N
781;book;Sommaire des Peintures et Sculptures de l'École Contemporaine exposées dans les Galeries du Musée National du Luxembourg;\N;\N;1912-00-00;\N;\N;\N
782;book;Katalog III. výstavy Sdružení výtvarných umělců moravských;\N;\N;1908-00-00;115;Chrudim;\N
783;book;Katalog umělecké výstavy v Olomouci Spolku výtv. umělců „Manes“;\N;\N;1905-00-00;\N;Prague;\N
784;book;Gemeentelijke Tentoonstelling van Kunstwerken van Levende Meesters;\N;\N;1905-00-00;\N;\N;\N
785;book;LXXVIII. Esposizione internazionale di Belle Arti della Società Amatori e Cultori di Belle Arti in Roma;\N;\N;1908-00-00;\N;Rome;\N
786;book;LXXVIII. Esposizione internazionale di Belle Arti della Società Amatori e Cultori di Belle Arti in Roma;\N;\N;1908-00-00;\N;Rome;\N
787;book;X. výstava Sdružení výtvarných umělců moravských;\N;\N;1913-00-00;\N;\N;\N
788;book;Manet. Trente-cinq tableaux de la Collection Pellerin;\N;\N;1910-00-00;\N;\N;\N
789;book;Deutschböhmischer Künstlerbund;\N;\N;1914-00-00;\N;Prague;\N
790;book;Collection Particulière de M. Charles Boutet de Monvel;Tableaux Modernes. Aquarelles - Pastels - Dessins. Estampes;\N;1910-00-00;\N;\N;\N
791;book;Exposition d'Art Contemporain / Société Normande de Peinture Moderne 2me exposition;\N;\N;1911-00-00;\N;\N;\N
792;book;Katalog Kupkovy výstavy v Prostějově;\N;\N;1905-00-00;\N;Prague;\N
793;book;Société des Artistes Méridionaux Toulouse VIe Exposition;\N;\N;1911-00-00;\N;\N;\N
794;book;Deutschböhmischer Künstlerbund;\N;\N;1910-00-00;\N;Prague;\N
795;book;Zvláštní výstava spolku Deutsch-Böhmischer Künstlerbund;\N;\N;1912-00-00;\N;Prague;\N
796;book;Collection de M. Albert Bernier;et Tableaux appartenant à divers Amateurs;\N;1910-00-00;\N;\N;\N
797;book;Collection Jean Dolent. Tableaux Modernes & Anciens;Tableaux Modernes par Carolus Duran, Fantin-Latour, Gauguin, Legros, Mettling, Ribot, Vollon. 24 Tableaux par Eugène Carrière. Tableaux Anciens par Avercamp, Bout et Boudewyns, Craesbeeck, ...;\N;1910-00-00;\N;\N;\N
798;book;Výstava obrazů Ant. Hudečka a plastik Jos. Mařatky;\N;\N;1913-00-00;\N;\N;\N
799;book;Výstava „Osmi“;\N;\N;1908-00-00;\N;\N;\N
800;book;Tentoonstelling van Schilderijen en Teekeningen door Vincent Van Gogh;\N;\N;1906-00-00;\N;\N;\N
801;book;Katalog 44. výstavy vídeňského spolku umělců „Hagenbund“;\N;\N;1914-00-00;114;Hodonín;\N
802;book;Stedelijke Tentoonstelling van Kunstwerken van Levende Meesters;\N;\N;1907-00-00;\N;\N;\N
803;book;Exposition Internationale de l'Art Chrétien Moderne / Organisée par la Société de Saint-Jean;\N;\N;1911-00-00;\N;\N;\N
804;book;Der Kubismus stellt aus. Der Salon d'Or, Paris 1912;\N;Werner, Lisa;2010-00-00;\N;Bonn;\N
805;book;Průvodce uměleckou výstavou „Manesa“ v Olomouci;Výklady a poznámky k jednotlivým číslům výstavy podle sálů;Wellner, K. Z.;1905-00-00;\N;Olomouc;\N
806;book;Salon de la "Section d'Or";\N;\N;1912-00-00;\N;\N;\N
807;book;XXV. Ausstellung der Vereinigung bildender Künstler Österreichs. Secession in Wien. Künstlervereinigung „Die Scholle“ München;\N;\N;1906-00-00;\N;\N;\N
808;book;Exposition d'Art Français;des Peintures, Dessins, Sculptures, Gravures Et Objets D'Art Décoratif. De L'École Française Contemporaine;\N;1906-00-00;\N;\N;\N
809;book;Officieller Katalog der XXXII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Brangwyn, Fischer, Rösch;\N;1909-00-00;\N;Vienna;\N
810;book;Exposition de Peintures et de Céramiques de G. Rouault;\N;\N;1911-00-00;\N;\N;\N
811;book;Pierre Laprade vous prie de visiter l'Exposition de ses Peintures et Aquarelles, Marseille, Rome, Naples, Palerme.;\N;\N;1911-00-00;\N;\N;\N
812;book;Les Indépendants Cercle d'Art / VIIIme Salon annuel;\N;\N;1911-00-00;\N;\N;\N
813;book;XXXV. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Hans v. Hayek · OM, Walter Klemm, I. Mestrovič · OM, Schramm-Zittau, W. Sleviński · OM, Karl Thiemann;\N;1909-00-00;\N;Vienna;\N
814;book;Collection Thadée Natanson;Œuvres de Albert André, Bonnard, Cézanne, Delacroix, Daumier, Guys, Marquet, Odilon Redon, K.-X. Roussel, Seurat, Vallotton, L. Valtat, Vuillard;\N;1908-00-00;\N;\N;\N
815;book;Exposition des Oeuvres de L. Bakst;\N;\N;1911-00-00;\N;\N;\N
816;book;XXIX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession Wien;\N;\N;1907-00-00;\N;Vienna;\N
817;book;Exposition Annuelle, IIIme Groupe;MM. Albert Braut, Charles Camoin, Othon Friesz, Francis Jourdain, Léon Lehmann, Henri Manguin, Albert Marquet, Raoul de Mathan, André Méthey, Jean Puy. Invités: MM. Duchamp-Villon, G.-A. Simon;\N;1911-00-00;\N;\N;\N
818;book;Exposition Annuelle, 1er Groupe;MM. Maurice Denis, Herrmann-Paul, Pierre Laprade, Henri Lebasque, Aristide Maillol, Odilon Redon, Théo van Rysselberghe, Paul Sérusier, Félix Vallotton, Louis Valtat… Invités: Gaboriaud, Zimmern;\N;1911-00-00;\N;\N;\N
819;book;Zeventiende Jaarlijksche Tentoonstelling van Kunstwerken vaan Leden der Vereeniging;\N;\N;1907-00-00;\N;\N;\N
820;book;Tableaux Modernes. Aquarelles - Pastels - Dessins;Par Anquetin, Boertsoen, Bermond, Bernard, Blanchard, Bonnard, [...] Importants Tableux par Besnard (Albert), Carrière (Eugène). Pastels et Fusains par Odilon Redon;\N;1911-00-00;\N;\N;\N
821;book;Collection Henry Bernstein;Tableaux par Besnard, Bonnard, Cézanne, Fantin-Latour, Henri-Matisse, Marquet, Monet, Redon, Renoir, Roussel, Signac, Sisley, Van Dongen, Van Gogh, Vuillard appartenant à M. Henry Bernstein;\N;1911-00-00;\N;\N;\N
822;book;XLI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1912-00-00;\N;Vienna;\N
823;book;Vente au bénéfice du Monument Cézanne;Œuvres de Bonnard. Carrière, Cézanne, Denis, Friesz, Gauguin, Hamm, Henri-Matisse, Jourdain, Laprade, Lopisgich, Maillol, Marquet, Picasso, Renoir, Rouault, Roussel, Van Rysselberghe, Sérusier, Signac;\N;1911-00-00;\N;\N;\N
824;book;Exposition K.-X. Roussel;\N;\N;1911-00-00;\N;\N;\N
825;book;La Montagne;\N;\N;1911-00-00;\N;\N;\N
826;book;Exposition Van Dongen;\N;\N;1911-00-00;\N;\N;\N
827;book;Maatschappij "Arti et Amicitiae" / Tentoonstelling van Kunstwerken Vervaardigd door Leden der Maatschappij;\N;\N;1907-00-00;\N;\N;\N
828;book;Tentoonstelling van Aquarellen en Teekeningen Moderne Meesters en een collectie Teekeningen van Kees van Dongen;\N;\N;1907-00-00;\N;\N;\N
829;book;Vincent van Gogh Tentoonstelling;\N;\N;1908-00-00;\N;\N;\N
830;book;18e Jaarlijksche Tentoonstelling van Kunstwerken van Leden der Vereeniging;\N;\N;1908-00-00;\N;\N;\N
831;book;Katalog der XXXIII. Ausstellung der Vereinigung bildender Künstler Österreichs Wien Secession;\N;\N;1909-00-00;\N;Vienna;\N
832;book;XXXIV. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Engelhart;\N;1909-00-00;\N;Vienna;\N
833;book;XXXVIII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1911-00-00;\N;Vienna;\N
834;book;XXXIX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1911-00-00;\N;Vienna;\N
835;book;XLV. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1913-00-00;\N;Vienna;\N
836;book;XLVII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Fruehjahrs-Ausstellung;\N;1914-00-00;\N;Vienna;\N
837;book;Painting and Drawings by Gerard Chowne;\N;\N;1911-00-00;\N;\N;\N
838;book;Watercolours by Douglas Fox Pitt and Walter Taylor;\N;\N;1911-00-00;\N;\N;\N
839;book;Paintings and Drawings by Maxwell Armfield;\N;\N;1912-00-00;\N;\N;\N
840;book;Forty-Sixth Exhibition of Modern Pictures by the New English Art Club;\N;\N;1911-00-00;\N;\N;\N
841;book;The Third Exhibition of the Camden Town Group;\N;\N;1912-00-00;\N;\N;\N
842;book;Paintings Charles M. Gere and Margaret Gere;\N;\N;1912-00-00;\N;\N;\N
843;book;Paintings and Drawings by Elliot Seabrooke;\N;\N;1912-00-00;\N;\N;\N
844;book;Paintings by Alexander Jamieson;Catalogue of Mr. Alexander Jamieson's First Exhibition;\N;1912-00-00;\N;\N;\N
845;book;Paintings by Ethel Sands and A. H. Hudson;\N;\N;1912-00-00;\N;\N;\N
846;book;Paintings and Drawings by Walter Sickert;\N;\N;1912-00-00;\N;\N;\N
847;book;Drawings and Studies from Life by William Orpen, A.R.A. R.H.A.;\N;\N;1912-00-00;117;\N;\N
848;book;Exhibition of Pictures by S. J. Peploe, J. D. Fergusson, Joseph Simpson, Anne E. Rice, Jessie Dismorr, Georges Banks, Ethel Wright, C. King, L. Atkinson, Fred. F. Foottet;\N;\N;1912-00-00;\N;\N;\N
849;book;Exhibition of Drawings by Pablo Picasso;\N;\N;1912-00-00;\N;\N;\N
850;book;La Libre Esthétique. L'Évolution du Paysage;\N;\N;1910-00-00;\N;\N;\N
851;book;Sketches in Town and Country by Patience E. Bishopp. Ashford, Kent;\N;\N;1913-00-00;\N;\N;\N
852;book;Exhibition of Drawings by Joseph Simpson;\N;\N;1912-00-00;\N;\N;\N
853;book;Painting and Drawings by Roger Fry;\N;\N;1912-00-00;\N;\N;\N
854;book;IX. Esposizione d'Arte della Città di Venezia;\N;\N;1910-00-00;\N;\N;\N
855;book;Ottava Esposizione d'Arte della Città di Venezia;Catalogo Illustrato;\N;1909-00-00;\N;Venezia;\N
856;book;Catalogue of the Forty-ninth Exhibition of Modern Pictures. New English Art Club;\N;\N;1913-00-00;\N;\N;\N
857;book;Catalogue of the Fiftieth Exhibition of Modern Pictures. New English Art Club;\N;\N;1913-00-00;\N;\N;\N
858;book;The Grafton Group. Vanessa Bell, Roger Fry, Duncan Grant. Second Exhibition;\N;\N;1914-00-00;\N;\N;\N
859;book;Catalogue of Oil Paintings and Watercolours by Horace Mann Livens;With Facsimile of a Letter from Vincent van Gogh;\N;1914-00-00;117;\N;\N
860;book;E. M. Heath;\N;\N;1914-00-00;\N;\N;\N
861;book;Paintings and Drawings by R. Ihlee;\N;\N;1914-00-00;\N;\N;\N
862;book;Futurist Art and Theory. 1909-1915;\N;Marianne W. Martin;1968-00-00;\N;Oxford;\N
863;book;Exhibition of Works of the Italian Futurist Painters and Sculptors;\N;\N;1914-00-00;\N;\N;\N
864;book;Paintings and Drawings by Elliott Seabrooke;\N;\N;1914-00-00;\N;\N;\N
865;book;Paintings and Drawings by Walter Sickert;\N;\N;1914-00-00;\N;\N;\N
866;book;Catalogue of the Fifty-first Exhibition of Modern Pictures. New English Art Club;\N;\N;1914-00-00;\N;\N;\N
867;book;Catalogue of the Thirty-fifth Exhibition of Modern Pictures. New English Art Club;\N;\N;1905-00-00;\N;\N;\N
868;book;Catalogue of the Thirty-eighth Exhibition of Modern Pictures. New English Art Club;\N;\N;1907-00-00;\N;\N;\N
869;book;Catalogue of the Forty-fifth Exhibition of Modern Pictures. New English Art Club;\N;\N;1911-00-00;\N;\N;\N
870;book;Catalogue of the Forty-seventh Exhibition of Modern Pictures. New English Art Club;\N;\N;1912-00-00;\N;\N;\N
871;book;Catalogue of the Forty-eighth Exhibition of Modern Pictures. New English Art Club;\N;\N;1912-00-00;\N;\N;\N
872;book;Tentoonstelling van Teekeningen en Beeldhouwwerken Vervaardigd door Leden der Maatschappij;\N;\N;1909-00-00;\N;\N;\N
873;book;Tentoonstelling Jan Toorop;\N;\N;1909-00-00;\N;\N;\N
874;book;Catalogue of the Fifty-second Exhibition of Modern Pictures. New English Art Club;\N;\N;1914-00-00;\N;\N;\N
875;book;Gemeentelijke Tentoonstelling van Kunstwerken van Levende Meesters;\N;\N;1909-00-00;\N;\N;\N
876;book;Negentiende Jaarlijksche Tentoonstelling van Kunstwerken van Leden der Vereeniging;\N;\N;1909-00-00;\N;\N;\N
877;book;Alfred A. Wolmark;\N;\N;1912-00-00;\N;\N;\N
878;book;Kalauz a Művészház palotafelavató kiállítására;\N;\N;1913-00-00;111;Budapest;\N
879;book;Tentoonstelling van een aantal werken van Vincent van Gogh uitsluitend uit zijn Franschen tijd;\N;\N;1910-00-00;\N;\N;\N
880;book;Tentoonstelling van Schilderijen;\N;\N;1912-00-00;\N;\N;\N
881;book;Kollektiv-Ausstellung Edvard Munch;\N;\N;1914-00-00;\N;\N;\N
882;book;Hagenbund. Katalog der Frühjahrs-Ausstellung [XXXIII];\N;\N;1911-00-00;17;\N;\N
883;book;Winter-Ausstellung. Karl Haider, Heinrich von Zügel;\N;\N;1910-00-00;30;\N;\N
884;book;Catalogue of Water-Color Drawings by Miss Constance Daintrey;\N;\N;1913-00-00;\N;\N;\N
885;book;Paintings of Bird Life & Landscapes by Miss Bodé;\N;\N;1913-00-00;\N;\N;\N
886;book;Catalogue of Water-Color Drawings by Miss Constance Daintrey;\N;\N;1913-00-00;\N;\N;\N
887;book;Exhibition of Pictures by M. Arsène Chabanian;\N;\N;1913-00-00;\N;\N;\N
888;book;Catalogue. Water Colour Drawings of Architecture and Other Subjects at Home and Abroad by Miss M. Dawkins;\N;\N;1913-00-00;\N;\N;\N
889;book;An Exhibition of Paintings and Decorative Panels by Katherine S. Dreier;\N;\N;1913-00-00;\N;\N;\N
890;book;Exhibition of Pastel Drawings of "Capri" and "On Lake Como" by Mrs. Earnshaw;\N;\N;1913-00-00;\N;\N;\N
891;book;Exhibition of Water Colours "East and West". Comprising Views of - The United Kingdom, North Africa, North Italy and Constantinople by Major Evelyn L. Engleheart;\N;\N;1913-00-00;\N;\N;\N
892;book;Pictures by Eve Baker;\N;\N;1913-00-00;\N;\N;\N
893;book;Catalogue of Exhibition. Pictures by John Duncan Fergusson;\N;\N;1913-00-00;\N;\N;\N
894;book;"The Shores of Provence". A Series of Water Colour Drawings by Sophia Beale;\N;\N;1913-00-00;\N;\N;\N
895;book;Catalogue of Colour Wood Cuts, Water Colours. Portraits, Landscapes;\N;\N;1913-00-00;\N;\N;\N
896;book;Paintings by Walter Bayes;\N;\N;1913-00-00;\N;\N;\N
897;book;Catalogue of the "John Balli" Collection;\N;\N;1913-00-00;117;\N;\N
898;book;Paintings and Drawings by Robert Bevan;\N;\N;1913-00-00;\N;\N;\N
899;book;Pastels by Simon Bussy;\N;\N;1913-00-00;\N;\N;\N
900;book;Winter-Ausstellung 1910. Hugo Frhr. von Habermann, Hermann Hahn, Otto Reiniger ✝;\N;\N;1909-00-00;30;\N;\N
901;book;Catalogue of a Series of Watercolours. "La Cité des Eaux". Villas in Italy. Gardens in England. by Geoffrey Birkbeck;\N;\N;1913-00-00;117;\N;\N
902;book;Catalogue of Paintings by Henry Bishop;\N;\N;1913-00-00;117;\N;\N
903;book;Pastorals by J. R. K. Duff;\N;\N;1913-00-00;117;\N;\N
904;book;Catalogue of Oil Paintings of H.M. the King's Collection of African and Indian Animals and Birds by Edgar Fischer;\N;\N;1913-00-00;117;\N;\N
905;book;The Glasgow Society of Artists. Fourth Exhibition;\N;\N;1905-00-00;100;\N;\N
906;book;Kunstausstellung der Münchener Secession;\N;\N;1912-00-00;10;Munich;\N
907;book;XLVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1914-00-00;\N;\N;\N
908;book;Die verlorene Moderne. Der Künstlerbund Hagen 1900-1938;Eine Ausstellung der Österreichischen Galerie im Schloß Halbturn, Burgenland;\N;1993-00-00;\N;\N;\N
909;book;Hagenbund. Ein europäisches Netzwerk der Moderne. 1900 bis 1938;\N;Husslein-Arco, Agnes\; Boeckl, Mathias\; Krejci, Harald;2014-00-00;\N;\N;\N
910;book;Winter-Ausstellung. Wiener Secession und Gedächtnis-Ausstellung Hubert von Heyden ✝;\N;\N;1911-00-00;30;Munich;\N
911;book;Frühjahr-Ausstellung der Münchener Secession;\N;\N;1914-00-00;30;Munich;\N
